Bug ID,Summary,Description,Status,Severity,Priority,Resolution,Assigned_To,Module,Reported_Date,Status_encoded,Severity_encoded,Priority_encoded,Resolution_encoded
BUG-0297,Typo in the settings menu - Case 948,There is a spelling mistake in the user profile settings page.,Closed,Major,P2,Duplicate,Grace Kim,Notifications,2024-03-13,1,1,1,1
BUG-0298,App crashes on login - Case 411,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Major,P3,Duplicate,Henry Wilson,Notifications,2024-07-25,1,1,2,1
BUG-0299,App crashes on login - Case 989,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Major,P5,Fixed,Grace Kim,Reporting,2024-11-21,4,1,4,2
BUG-0300,Null pointer exception in module X - Case 606,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Major,P1,,Carol White,Notifications,2024-05-25,2,1,0,5
BUG-0301,App crashes on login - Case 147,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Trivial,P4,Fixed,Henry Wilson,Notifications,2024-01-09,4,3,3,2
BUG-0302,Performance degradation on load - Case 209,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Minor,P3,Duplicate,Carol White,API,2024-04-13,1,2,2,1
BUG-0303,UI misalignment in header - Case 562,The header elements are overlapping on mobile screens.,Closed,Trivial,P3,Duplicate,Carol White,Authentication,2024-05-08,1,3,2,1
BUG-0304,Feature Y is not responsive - Case 843,Feature Y does not resize properly when the window is scaled down.,Resolved,Trivial,P5,Duplicate,David Lee,Notifications,2024-12-26,4,3,4,1
BUG-0305,Feature Y is not responsive - Case 843,Feature Y does not resize properly when the window is scaled down.,Closed,Critical,P5,Duplicate,Alice Johnson,Database,2024-04-25,1,0,4,1
BUG-0306,Memory leak during file upload - Case 810,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Critical,P5,Duplicate,Bob Smith,Payment,2024-04-27,4,0,4,1
BUG-0307,Feature Y is not responsive - Case 240,Feature Y does not resize properly when the window is scaled down.,Assigned,Minor,P5,,Alice Johnson,Dashboard,2024-11-24,0,2,4,5
BUG-0308,Null pointer exception in module X - Case 743,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Trivial,P5,Duplicate,Carol White,Payment,2024-04-21,1,3,4,1
BUG-0309,Memory leak during file upload - Case 459,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Minor,P3,,Bob Smith,Reporting,2024-03-12,2,2,2,5
BUG-0310,Performance degradation on load - Case 838,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",In Progress,Trivial,P3,,David Lee,Reporting,2024-12-19,2,3,2,5
BUG-0311,Feature Y is not responsive - Case 761,Feature Y does not resize properly when the window is scaled down.,Assigned,Critical,P5,,David Lee,Notifications,2024-09-10,0,0,4,5
BUG-0312,UI misalignment in header - Case 640,The header elements are overlapping on mobile screens.,In Progress,Minor,P2,,Grace Kim,Database,2024-06-11,2,2,1,5
BUG-0313,Database connection timeout - Case 881,The connection to the database times out after 30 seconds of inactivity.,New,Trivial,P5,,Eva Martinez,Reporting,2024-01-09,3,3,4,5
BUG-0314,Typo in the settings menu - Case 344,There is a spelling mistake in the user profile settings page.,Closed,Major,P1,Duplicate,Grace Kim,UI/UX,2024-07-22,1,1,0,1
BUG-0315,UI misalignment in header - Case 755,The header elements are overlapping on mobile screens.,Closed,Minor,P3,Not a Bug,Bob Smith,API,2024-11-11,1,2,2,3
BUG-0316,Performance degradation on load - Case 798,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Major,P2,Duplicate,Bob Smith,API,2024-03-20,1,1,1,1
BUG-0317,Null pointer exception in module X - Case 159,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Critical,P1,Duplicate,Alice Johnson,API,2024-02-29,1,0,0,1
BUG-0318,Database connection timeout - Case 222,The connection to the database times out after 30 seconds of inactivity.,Assigned,Trivial,P4,,Henry Wilson,Database,2024-12-25,0,3,3,5
BUG-0319,Feature Y is not responsive - Case 270,Feature Y does not resize properly when the window is scaled down.,Assigned,Trivial,P5,,Frank Brown,UI/UX,2024-05-17,0,3,4,5
BUG-0320,UI misalignment in header - Case 369,The header elements are overlapping on mobile screens.,New,Critical,P1,,Frank Brown,Authentication,2024-09-11,3,0,0,5
BUG-0321,Performance degradation on load - Case 270,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Trivial,P1,,Bob Smith,Reporting,2024-05-10,0,3,0,5
BUG-0322,App crashes on login - Case 145,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Critical,P3,,Grace Kim,Dashboard,2024-01-24,0,0,2,5
BUG-0323,App crashes on login - Case 666,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Minor,P2,,Frank Brown,API,2024-06-13,0,2,1,5
BUG-0324,Performance degradation on load - Case 481,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P4,Fixed,David Lee,Authentication,2024-12-10,1,3,3,2
BUG-0325,UI misalignment in header - Case 998,The header elements are overlapping on mobile screens.,In Progress,Major,P5,,Henry Wilson,Authentication,2024-06-08,2,1,4,5
BUG-0326,Feature Y is not responsive - Case 677,Feature Y does not resize properly when the window is scaled down.,Closed,Critical,P3,Won't Fix,Henry Wilson,Reporting,2024-05-04,1,0,2,4
BUG-0327,Button click has no effect - Case 878,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Trivial,P4,Duplicate,Frank Brown,Authentication,2024-07-28,4,3,3,1
BUG-0328,App crashes on login - Case 877,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Minor,P1,,David Lee,UI/UX,2024-02-23,2,2,0,5
BUG-0329,App crashes on login - Case 245,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Minor,P1,,Grace Kim,Database,2024-01-23,3,2,0,5
BUG-0330,UI misalignment in header - Case 694,The header elements are overlapping on mobile screens.,Closed,Critical,P5,Fixed,Alice Johnson,UI/UX,2024-03-09,1,0,4,2
BUG-0331,Database connection timeout - Case 342,The connection to the database times out after 30 seconds of inactivity.,In Progress,Critical,P3,,Frank Brown,Notifications,2024-06-10,2,0,2,5
BUG-0332,UI misalignment in header - Case 307,The header elements are overlapping on mobile screens.,Resolved,Trivial,P4,Duplicate,Henry Wilson,Notifications,2024-03-20,4,3,3,1
BUG-0333,UI misalignment in header - Case 648,The header elements are overlapping on mobile screens.,Assigned,Major,P2,,Eva Martinez,Payment,2024-08-19,0,1,1,5
BUG-0334,Performance degradation on load - Case 994,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P4,Duplicate,Frank Brown,Dashboard,2024-12-26,1,3,3,1
BUG-0335,Typo in the settings menu - Case 722,There is a spelling mistake in the user profile settings page.,Closed,Critical,P1,Duplicate,Alice Johnson,API,2024-07-01,1,0,0,1
BUG-0336,Database connection timeout - Case 131,The connection to the database times out after 30 seconds of inactivity.,Resolved,Minor,P5,Cannot Reproduce,Henry Wilson,Payment,2024-10-11,4,2,4,0
BUG-0337,Database connection timeout - Case 224,The connection to the database times out after 30 seconds of inactivity.,New,Minor,P4,,Grace Kim,Database,2024-04-23,3,2,3,5
BUG-0338,UI misalignment in header - Case 696,The header elements are overlapping on mobile screens.,In Progress,Trivial,P5,,David Lee,Notifications,2024-02-08,2,3,4,5
BUG-0339,UI misalignment in header - Case 967,The header elements are overlapping on mobile screens.,New,Critical,P5,,Carol White,UI/UX,2024-01-22,3,0,4,5
BUG-0340,Memory leak during file upload - Case 608,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Critical,P4,Fixed,Frank Brown,Reporting,2024-12-15,4,0,3,2
BUG-0341,Feature Y is not responsive - Case 386,Feature Y does not resize properly when the window is scaled down.,Assigned,Minor,P3,,Henry Wilson,UI/UX,2024-01-18,0,2,2,5
BUG-0342,API returning 500 error - Case 162,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Minor,P2,,David Lee,Reporting,2024-07-15,2,2,1,5
BUG-0343,Button click has no effect - Case 913,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Major,P2,Fixed,Henry Wilson,Database,2024-12-31,4,1,1,2
BUG-0344,Button click has no effect - Case 429,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Trivial,P3,,David Lee,Authentication,2024-04-02,2,3,2,5
BUG-0345,Feature Y is not responsive - Case 159,Feature Y does not resize properly when the window is scaled down.,Closed,Minor,P4,Cannot Reproduce,Bob Smith,Reporting,2024-07-02,1,2,3,0
BUG-0346,Feature Y is not responsive - Case 646,Feature Y does not resize properly when the window is scaled down.,Assigned,Critical,P3,,Carol White,Dashboard,2024-10-21,0,0,2,5
BUG-0347,Typo in the settings menu - Case 925,There is a spelling mistake in the user profile settings page.,Closed,Major,P1,Won't Fix,Carol White,Reporting,2024-01-15,1,1,0,4
BUG-0348,API returning 500 error - Case 655,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Assigned,Trivial,P5,,Alice Johnson,Reporting,2024-09-08,0,3,4,5
BUG-0349,App crashes on login - Case 639,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Minor,P4,,Frank Brown,Dashboard,2024-06-18,3,2,3,5
BUG-0350,Typo in the settings menu - Case 160,There is a spelling mistake in the user profile settings page.,Assigned,Minor,P5,,Frank Brown,Payment,2024-10-27,0,2,4,5
BUG-0351,Memory leak during file upload - Case 700,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Major,P4,,Carol White,UI/UX,2024-06-03,2,1,3,5
BUG-0352,API returning 500 error - Case 764,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Assigned,Major,P4,,Carol White,UI/UX,2024-12-28,0,1,3,5
BUG-0353,Feature Y is not responsive - Case 230,Feature Y does not resize properly when the window is scaled down.,Closed,Trivial,P4,Duplicate,Frank Brown,Reporting,2024-10-17,1,3,3,1
BUG-0354,UI misalignment in header - Case 608,The header elements are overlapping on mobile screens.,Resolved,Major,P3,Duplicate,Carol White,Payment,2024-05-01,4,1,2,1
BUG-0355,Typo in the settings menu - Case 557,There is a spelling mistake in the user profile settings page.,In Progress,Minor,P5,,Frank Brown,API,2024-04-17,2,2,4,5
BUG-0356,App crashes on login - Case 149,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Minor,P2,Cannot Reproduce,Henry Wilson,UI/UX,2024-08-02,4,2,1,0
BUG-0357,Memory leak during file upload - Case 203,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Minor,P4,Cannot Reproduce,Henry Wilson,Payment,2024-11-29,1,2,3,0
BUG-0358,App crashes on login - Case 401,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Trivial,P5,,Frank Brown,Dashboard,2024-05-13,2,3,4,5
BUG-0359,Database connection timeout - Case 849,The connection to the database times out after 30 seconds of inactivity.,Closed,Major,P1,Fixed,Henry Wilson,Authentication,2024-02-17,1,1,0,2
BUG-0360,Database connection timeout - Case 721,The connection to the database times out after 30 seconds of inactivity.,Assigned,Trivial,P3,,David Lee,Reporting,2024-01-28,0,3,2,5
BUG-0361,Button click has no effect - Case 839,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Major,P3,,David Lee,Payment,2024-12-04,2,1,2,5
BUG-0362,App crashes on login - Case 560,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Critical,P4,Duplicate,Alice Johnson,Database,2024-10-08,1,0,3,1
BUG-0363,Performance degradation on load - Case 294,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Critical,P4,Duplicate,Bob Smith,Authentication,2024-05-30,1,0,3,1
BUG-0364,Feature Y is not responsive - Case 183,Feature Y does not resize properly when the window is scaled down.,New,Critical,P2,,Henry Wilson,API,2024-06-06,3,0,1,5
BUG-0365,UI misalignment in header - Case 218,The header elements are overlapping on mobile screens.,Closed,Minor,P3,Duplicate,Grace Kim,Database,2024-07-17,1,2,2,1
BUG-0366,App crashes on login - Case 369,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Minor,P3,Cannot Reproduce,Alice Johnson,Dashboard,2024-05-14,4,2,2,0
BUG-0367,UI misalignment in header - Case 187,The header elements are overlapping on mobile screens.,Closed,Minor,P1,Won't Fix,Alice Johnson,UI/UX,2024-07-30,1,2,0,4
BUG-0368,Memory leak during file upload - Case 648,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Critical,P3,Cannot Reproduce,Bob Smith,UI/UX,2024-04-30,1,0,2,0
BUG-0369,App crashes on login - Case 614,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Minor,P5,Not a Bug,Henry Wilson,Dashboard,2024-10-19,1,2,4,3
BUG-0370,Database connection timeout - Case 316,The connection to the database times out after 30 seconds of inactivity.,Resolved,Trivial,P2,Duplicate,David Lee,Dashboard,2024-08-04,4,3,1,1
BUG-0371,Feature Y is not responsive - Case 427,Feature Y does not resize properly when the window is scaled down.,New,Critical,P1,,Frank Brown,API,2024-07-17,3,0,0,5
BUG-0372,App crashes on login - Case 905,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Critical,P5,Not a Bug,Grace Kim,Dashboard,2024-09-24,1,0,4,3
BUG-0373,Performance degradation on load - Case 696,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",New,Trivial,P3,,Frank Brown,UI/UX,2024-10-15,3,3,2,5
BUG-0374,API returning 500 error - Case 685,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Minor,P3,Not a Bug,Grace Kim,Dashboard,2024-01-20,4,2,2,3
BUG-0375,Memory leak during file upload - Case 139,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Minor,P5,,Henry Wilson,API,2024-12-19,2,2,4,5
BUG-0376,App crashes on login - Case 445,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Critical,P5,,David Lee,Dashboard,2024-05-23,2,0,4,5
BUG-0377,API returning 500 error - Case 892,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Trivial,P4,,Henry Wilson,Reporting,2024-08-01,2,3,3,5
BUG-0378,Memory leak during file upload - Case 858,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Trivial,P1,Cannot Reproduce,Carol White,Payment,2024-07-10,1,3,0,0
BUG-0379,Button click has no effect - Case 513,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Minor,P4,Duplicate,Alice Johnson,Reporting,2024-03-29,4,2,3,1
BUG-0380,Null pointer exception in module X - Case 985,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Minor,P3,Duplicate,Frank Brown,Notifications,2024-07-03,1,2,2,1
BUG-0381,UI misalignment in header - Case 797,The header elements are overlapping on mobile screens.,Assigned,Critical,P1,,Henry Wilson,Dashboard,2024-07-09,0,0,0,5
BUG-0382,API returning 500 error - Case 700,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Minor,P3,,Bob Smith,API,2024-06-25,2,2,2,5
BUG-0383,Null pointer exception in module X - Case 985,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Minor,P4,Duplicate,David Lee,Reporting,2024-03-24,1,2,3,1
BUG-0384,Memory leak during file upload - Case 625,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Minor,P4,,Alice Johnson,Reporting,2024-08-30,3,2,3,5
BUG-0385,Feature Y is not responsive - Case 829,Feature Y does not resize properly when the window is scaled down.,Resolved,Major,P2,Won't Fix,Eva Martinez,Reporting,2024-07-11,4,1,1,4
BUG-0386,Button click has no effect - Case 944,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Trivial,P5,Not a Bug,Frank Brown,API,2024-10-26,4,3,4,3
BUG-0387,UI misalignment in header - Case 593,The header elements are overlapping on mobile screens.,In Progress,Major,P3,,Eva Martinez,API,2024-05-21,2,1,2,5
BUG-0388,Button click has no effect - Case 883,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Major,P4,Duplicate,Alice Johnson,Notifications,2024-12-04,1,1,3,1
BUG-0389,Feature Y is not responsive - Case 528,Feature Y does not resize properly when the window is scaled down.,Resolved,Minor,P3,Cannot Reproduce,David Lee,Notifications,2024-01-19,4,2,2,0
BUG-0390,Typo in the settings menu - Case 619,There is a spelling mistake in the user profile settings page.,Assigned,Minor,P3,,Bob Smith,Notifications,2024-12-02,0,2,2,5
BUG-0391,Feature Y is not responsive - Case 842,Feature Y does not resize properly when the window is scaled down.,Assigned,Major,P5,,David Lee,Database,2024-12-14,0,1,4,5
BUG-0392,Feature Y is not responsive - Case 530,Feature Y does not resize properly when the window is scaled down.,In Progress,Major,P2,,Bob Smith,Notifications,2024-05-13,2,1,1,5
BUG-0393,UI misalignment in header - Case 998,The header elements are overlapping on mobile screens.,Closed,Trivial,P2,Duplicate,David Lee,Payment,2024-10-25,1,3,1,1
BUG-0394,Memory leak during file upload - Case 642,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Minor,P4,Won't Fix,David Lee,Database,2024-01-28,4,2,3,4
BUG-0395,Performance degradation on load - Case 568,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Critical,P3,Duplicate,Carol White,Database,2024-02-11,4,0,2,1
BUG-0396,App crashes on login - Case 562,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Minor,P2,,Bob Smith,Dashboard,2024-03-27,0,2,1,5
BUG-0397,Memory leak during file upload - Case 513,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Trivial,P5,Cannot Reproduce,David Lee,Database,2024-07-15,4,3,4,0
BUG-0398,Typo in the settings menu - Case 875,There is a spelling mistake in the user profile settings page.,Assigned,Trivial,P4,,David Lee,Database,2024-01-10,0,3,3,5
BUG-0399,UI misalignment in header - Case 492,The header elements are overlapping on mobile screens.,Closed,Minor,P5,Not a Bug,Alice Johnson,API,2024-06-05,1,2,4,3
BUG-0400,API returning 500 error - Case 845,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Major,P2,Not a Bug,Carol White,Database,2024-09-25,1,1,1,3
BUG-0401,API returning 500 error - Case 467,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Minor,P4,Duplicate,Carol White,Reporting,2024-01-10,1,2,3,1
BUG-0402,Performance degradation on load - Case 616,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P2,Duplicate,Eva Martinez,Authentication,2024-12-30,1,3,1,1
BUG-0403,App crashes on login - Case 777,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Trivial,P2,,Henry Wilson,UI/UX,2024-01-25,3,3,1,5
BUG-0404,Feature Y is not responsive - Case 585,Feature Y does not resize properly when the window is scaled down.,Resolved,Critical,P5,Duplicate,Eva Martinez,Dashboard,2024-06-03,4,0,4,1
BUG-0405,UI misalignment in header - Case 623,The header elements are overlapping on mobile screens.,New,Trivial,P5,,Henry Wilson,Reporting,2024-05-24,3,3,4,5
BUG-0406,Feature Y is not responsive - Case 951,Feature Y does not resize properly when the window is scaled down.,Assigned,Critical,P3,,Carol White,Authentication,2024-07-02,0,0,2,5
BUG-0407,Null pointer exception in module X - Case 804,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Trivial,P5,,Bob Smith,Payment,2024-04-30,2,3,4,5
BUG-0408,API returning 500 error - Case 252,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Trivial,P3,Fixed,David Lee,Notifications,2024-02-08,1,3,2,2
BUG-0409,Feature Y is not responsive - Case 370,Feature Y does not resize properly when the window is scaled down.,New,Minor,P5,,Eva Martinez,Database,2024-02-21,3,2,4,5
BUG-0410,Typo in the settings menu - Case 536,There is a spelling mistake in the user profile settings page.,New,Trivial,P4,,Carol White,Database,2024-01-24,3,3,3,5
BUG-0411,API returning 500 error - Case 736,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Major,P4,,Bob Smith,UI/UX,2024-07-09,3,1,3,5
BUG-0412,API returning 500 error - Case 378,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Minor,P5,Cannot Reproduce,Carol White,Authentication,2024-08-03,4,2,4,0
BUG-0413,Database connection timeout - Case 206,The connection to the database times out after 30 seconds of inactivity.,Closed,Critical,P4,Cannot Reproduce,Grace Kim,Database,2024-09-04,1,0,3,0
BUG-0414,Database connection timeout - Case 594,The connection to the database times out after 30 seconds of inactivity.,New,Critical,P5,,Bob Smith,API,2024-07-29,3,0,4,5
BUG-0415,App crashes on login - Case 821,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Minor,P3,Not a Bug,Bob Smith,UI/UX,2024-10-16,1,2,2,3
BUG-0416,Null pointer exception in module X - Case 593,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Trivial,P5,Won't Fix,Carol White,Notifications,2024-03-17,4,3,4,4
BUG-0417,Database connection timeout - Case 176,The connection to the database times out after 30 seconds of inactivity.,In Progress,Major,P3,,Alice Johnson,Reporting,2024-05-03,2,1,2,5
BUG-0418,Memory leak during file upload - Case 512,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Critical,P5,Duplicate,Henry Wilson,Notifications,2024-08-15,1,0,4,1
BUG-0419,API returning 500 error - Case 863,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Critical,P5,,Alice Johnson,Payment,2024-07-25,3,0,4,5
BUG-0420,Performance degradation on load - Case 752,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Minor,P2,Won't Fix,Frank Brown,Database,2024-10-14,1,2,1,4
BUG-0421,Null pointer exception in module X - Case 964,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Critical,P3,,Henry Wilson,Payment,2024-10-13,2,0,2,5
BUG-0422,UI misalignment in header - Case 696,The header elements are overlapping on mobile screens.,Closed,Trivial,P3,Duplicate,Frank Brown,API,2024-04-23,1,3,2,1
BUG-0423,Typo in the settings menu - Case 818,There is a spelling mistake in the user profile settings page.,New,Critical,P4,,Grace Kim,Payment,2024-03-25,3,0,3,5
BUG-0424,Null pointer exception in module X - Case 292,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Critical,P4,Fixed,Frank Brown,Payment,2024-04-20,4,0,3,2
BUG-0425,App crashes on login - Case 748,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Critical,P1,,Carol White,Notifications,2024-08-18,3,0,0,5
BUG-0426,API returning 500 error - Case 892,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Critical,P1,Duplicate,Henry Wilson,Dashboard,2024-01-25,1,0,0,1
BUG-0427,Database connection timeout - Case 848,The connection to the database times out after 30 seconds of inactivity.,Closed,Major,P1,Duplicate,Grace Kim,UI/UX,2024-12-02,1,1,0,1
BUG-0428,Null pointer exception in module X - Case 380,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Critical,P4,,Carol White,UI/UX,2024-05-30,2,0,3,5
BUG-0429,Button click has no effect - Case 406,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Minor,P4,,David Lee,API,2024-12-30,2,2,3,5
BUG-0430,Database connection timeout - Case 827,The connection to the database times out after 30 seconds of inactivity.,Closed,Trivial,P3,Duplicate,Henry Wilson,UI/UX,2024-12-29,1,3,2,1
BUG-0431,Button click has no effect - Case 392,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Trivial,P5,,Grace Kim,Dashboard,2024-09-24,3,3,4,5
BUG-0432,UI misalignment in header - Case 187,The header elements are overlapping on mobile screens.,Closed,Major,P4,Duplicate,Eva Martinez,API,2024-04-12,1,1,3,1
BUG-0433,App crashes on login - Case 807,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Trivial,P3,,Henry Wilson,Payment,2024-10-04,0,3,2,5
BUG-0434,Button click has no effect - Case 985,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Major,P5,Duplicate,Grace Kim,UI/UX,2024-05-01,1,1,4,1
BUG-0435,Typo in the settings menu - Case 665,There is a spelling mistake in the user profile settings page.,New,Minor,P1,,Henry Wilson,Reporting,2024-05-08,3,2,0,5
BUG-0436,Typo in the settings menu - Case 873,There is a spelling mistake in the user profile settings page.,Closed,Minor,P4,Not a Bug,Eva Martinez,Notifications,2024-11-04,1,2,3,3
BUG-0437,UI misalignment in header - Case 291,The header elements are overlapping on mobile screens.,Resolved,Trivial,P2,Duplicate,Eva Martinez,API,2024-07-12,4,3,1,1
BUG-0438,Performance degradation on load - Case 966,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",New,Critical,P4,,Alice Johnson,Dashboard,2024-06-18,3,0,3,5
BUG-0439,Performance degradation on load - Case 152,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",In Progress,Major,P5,,Frank Brown,Reporting,2024-09-08,2,1,4,5
BUG-0440,Button click has no effect - Case 169,Clicking the 'Save' button in the dialog does not trigger any network request.,Assigned,Critical,P5,,Frank Brown,Reporting,2024-07-31,0,0,4,5
BUG-0441,Typo in the settings menu - Case 439,There is a spelling mistake in the user profile settings page.,In Progress,Critical,P1,,Alice Johnson,Payment,2024-04-21,2,0,0,5
BUG-0442,API returning 500 error - Case 346,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Trivial,P3,Not a Bug,Grace Kim,Payment,2024-05-04,1,3,2,3
BUG-0443,Button click has no effect - Case 841,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Major,P1,,Henry Wilson,Notifications,2024-09-21,3,1,0,5
BUG-0444,Performance degradation on load - Case 994,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Major,P1,Duplicate,Bob Smith,Payment,2024-04-08,1,1,0,1
BUG-0445,Button click has no effect - Case 646,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Minor,P2,,Bob Smith,Reporting,2024-04-17,3,2,1,5
BUG-0446,Memory leak during file upload - Case 762,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Assigned,Critical,P3,,Alice Johnson,Payment,2024-01-13,0,0,2,5
BUG-0447,Performance degradation on load - Case 874,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P1,Duplicate,David Lee,API,2024-05-08,1,3,0,1
BUG-0448,API returning 500 error - Case 745,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Trivial,P2,Cannot Reproduce,Bob Smith,Authentication,2024-06-10,4,3,1,0
BUG-0449,Performance degradation on load - Case 164,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",New,Trivial,P3,,Bob Smith,API,2024-12-24,3,3,2,5
BUG-0450,Feature Y is not responsive - Case 721,Feature Y does not resize properly when the window is scaled down.,In Progress,Critical,P2,,Alice Johnson,Notifications,2024-08-12,2,0,1,5
BUG-0451,Null pointer exception in module X - Case 239,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Minor,P3,Cannot Reproduce,Frank Brown,Authentication,2024-05-31,1,2,2,0
BUG-0452,Button click has no effect - Case 244,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Critical,P1,,Bob Smith,API,2024-01-03,3,0,0,5
BUG-0453,Typo in the settings menu - Case 316,There is a spelling mistake in the user profile settings page.,Closed,Minor,P4,Cannot Reproduce,David Lee,API,2024-03-13,1,2,3,0
BUG-0454,Database connection timeout - Case 787,The connection to the database times out after 30 seconds of inactivity.,New,Critical,P1,,Bob Smith,API,2024-10-08,3,0,0,5
BUG-0455,Feature Y is not responsive - Case 200,Feature Y does not resize properly when the window is scaled down.,Closed,Major,P4,Duplicate,David Lee,Payment,2024-06-18,1,1,3,1
BUG-0456,UI misalignment in header - Case 298,The header elements are overlapping on mobile screens.,Resolved,Major,P1,Won't Fix,Eva Martinez,Dashboard,2024-08-18,4,1,0,4
