Bug ID,Summary,Description,Status,Severity,Priority,Resolution
BUG-0385,Typo in the settings menu - Case 590,There is a spelling mistake in the user profile settings page.,Closed,Major,P1,Duplicate
BUG-0386,API returning 500 error - Case 173,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Assigned,Trivial,P1,None
BUG-0387,App crashes on login - Case 593,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Major,P5,Duplicate
BUG-0388,API returning 500 error - Case 818,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Critical,P3,Fixed
BUG-0389,Typo in the settings menu - Case 777,There is a spelling mistake in the user profile settings page.,In Progress,Critical,P2,None
BUG-0390,Null pointer exception in module X - Case 295,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Critical,P5,Cannot Reproduce
BUG-0391,Null pointer exception in module X - Case 308,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Critical,P3,Cannot Reproduce
BUG-0392,App crashes on login - Case 831,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Critical,P2,None
BUG-0393,Memory leak during file upload - Case 319,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Assigned,Minor,P5,None
BUG-0394,Button click has no effect - Case 906,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Minor,P5,None
BUG-0395,Button click has no effect - Case 369,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Trivial,P1,None
BUG-0396,Database connection timeout - Case 989,The connection to the database times out after 30 seconds of inactivity.,Assigned,Trivial,P3,None
BUG-0397,Button click has no effect - Case 296,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Major,P5,Duplicate
BUG-0398,Feature Y is not responsive - Case 857,Feature Y does not resize properly when the window is scaled down.,Assigned,Minor,P3,None
BUG-0399,API returning 500 error - Case 616,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Minor,P1,None
BUG-0400,API returning 500 error - Case 781,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Assigned,Minor,P1,None
BUG-0401,Button click has no effect - Case 295,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Minor,P1,None
BUG-0402,UI misalignment in header - Case 513,The header elements are overlapping on mobile screens.,Closed,Minor,P2,Duplicate
BUG-0403,App crashes on login - Case 428,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Major,P2,Duplicate
BUG-0404,UI misalignment in header - Case 666,The header elements are overlapping on mobile screens.,New,Critical,P1,None
BUG-0405,UI misalignment in header - Case 544,The header elements are overlapping on mobile screens.,Resolved,Trivial,P4,Won't Fix
BUG-0406,Database connection timeout - Case 250,The connection to the database times out after 30 seconds of inactivity.,Assigned,Critical,P5,None
BUG-0407,API returning 500 error - Case 974,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Major,P1,Not a Bug
BUG-0408,Null pointer exception in module X - Case 444,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Trivial,P5,Duplicate
BUG-0409,Button click has no effect - Case 611,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Trivial,P5,Duplicate
BUG-0410,UI misalignment in header - Case 425,The header elements are overlapping on mobile screens.,Assigned,Minor,P3,None
BUG-0411,API returning 500 error - Case 203,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Critical,P3,Duplicate
BUG-0412,App crashes on login - Case 358,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Minor,P2,Duplicate
BUG-0413,Performance degradation on load - Case 105,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Minor,P4,None
BUG-0414,Performance degradation on load - Case 695,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",New,Minor,P2,None
BUG-0415,Feature Y is not responsive - Case 730,Feature Y does not resize properly when the window is scaled down.,Closed,Major,P1,Won't Fix
BUG-0416,Performance degradation on load - Case 745,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Minor,P2,Cannot Reproduce
BUG-0417,Button click has no effect - Case 481,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Major,P4,Fixed
BUG-0418,Memory leak during file upload - Case 246,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Assigned,Major,P5,None
BUG-0419,Feature Y is not responsive - Case 238,Feature Y does not resize properly when the window is scaled down.,Closed,Minor,P5,Duplicate
BUG-0420,API returning 500 error - Case 355,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Trivial,P3,Duplicate
BUG-0421,UI misalignment in header - Case 498,The header elements are overlapping on mobile screens.,Assigned,Critical,P1,None
BUG-0422,Button click has no effect - Case 137,Clicking the 'Save' button in the dialog does not trigger any network request.,Assigned,Critical,P5,None
BUG-0423,Database connection timeout - Case 231,The connection to the database times out after 30 seconds of inactivity.,Closed,Major,P3,Duplicate
BUG-0424,Performance degradation on load - Case 887,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",In Progress,Trivial,P1,None
BUG-0425,Typo in the settings menu - Case 307,There is a spelling mistake in the user profile settings page.,Closed,Minor,P1,Not a Bug
BUG-0426,Performance degradation on load - Case 602,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Minor,P5,Duplicate
BUG-0427,App crashes on login - Case 712,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Trivial,P2,Duplicate
BUG-0428,Memory leak during file upload - Case 700,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Critical,P4,Cannot Reproduce
BUG-0429,Button click has no effect - Case 116,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Critical,P3,Duplicate
BUG-0430,Null pointer exception in module X - Case 290,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Trivial,P4,None
BUG-0431,Database connection timeout - Case 422,The connection to the database times out after 30 seconds of inactivity.,Closed,Trivial,P3,Duplicate
BUG-0432,API returning 500 error - Case 953,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Major,P5,None
BUG-0433,Database connection timeout - Case 884,The connection to the database times out after 30 seconds of inactivity.,Closed,Minor,P2,Duplicate
BUG-0434,Typo in the settings menu - Case 144,There is a spelling mistake in the user profile settings page.,Assigned,Critical,P4,None
BUG-0435,App crashes on login - Case 984,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Critical,P1,Duplicate
BUG-0436,App crashes on login - Case 908,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Trivial,P2,None
BUG-0437,Null pointer exception in module X - Case 994,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Major,P1,Not a Bug
BUG-0438,Database connection timeout - Case 257,The connection to the database times out after 30 seconds of inactivity.,Resolved,Minor,P2,Cannot Reproduce
BUG-0439,Typo in the settings menu - Case 154,There is a spelling mistake in the user profile settings page.,Assigned,Major,P4,None
BUG-0440,App crashes on login - Case 602,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Major,P4,None
BUG-0441,API returning 500 error - Case 443,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Assigned,Minor,P4,None
BUG-0442,Feature Y is not responsive - Case 304,Feature Y does not resize properly when the window is scaled down.,Closed,Critical,P5,Not a Bug
BUG-0443,Database connection timeout - Case 651,The connection to the database times out after 30 seconds of inactivity.,Assigned,Minor,P5,None
BUG-0444,Feature Y is not responsive - Case 317,Feature Y does not resize properly when the window is scaled down.,Resolved,Minor,P3,Duplicate
BUG-0445,App crashes on login - Case 684,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Major,P4,Duplicate
BUG-0446,Null pointer exception in module X - Case 564,A NullPointerException is thrown when clicking the submit button in module X.,New,Trivial,P2,None
BUG-0447,UI misalignment in header - Case 727,The header elements are overlapping on mobile screens.,Assigned,Trivial,P2,None
BUG-0448,Feature Y is not responsive - Case 637,Feature Y does not resize properly when the window is scaled down.,New,Major,P2,None
BUG-0449,Feature Y is not responsive - Case 730,Feature Y does not resize properly when the window is scaled down.,In Progress,Minor,P1,None
BUG-0450,Database connection timeout - Case 811,The connection to the database times out after 30 seconds of inactivity.,Assigned,Major,P5,None
BUG-0451,API returning 500 error - Case 172,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Minor,P2,Duplicate
BUG-0452,Typo in the settings menu - Case 498,There is a spelling mistake in the user profile settings page.,New,Critical,P5,None
BUG-0453,API returning 500 error - Case 500,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Critical,P5,Fixed
BUG-0454,Database connection timeout - Case 237,The connection to the database times out after 30 seconds of inactivity.,New,Critical,P5,None
BUG-0455,UI misalignment in header - Case 233,The header elements are overlapping on mobile screens.,Closed,Critical,P5,Duplicate
BUG-0456,Feature Y is not responsive - Case 555,Feature Y does not resize properly when the window is scaled down.,In Progress,Minor,P2,None
BUG-0457,Memory leak during file upload - Case 551,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Trivial,P2,None
BUG-0458,Feature Y is not responsive - Case 935,Feature Y does not resize properly when the window is scaled down.,Resolved,Critical,P5,Duplicate
BUG-0459,Memory leak during file upload - Case 629,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Major,P1,None
BUG-0460,Typo in the settings menu - Case 523,There is a spelling mistake in the user profile settings page.,Assigned,Critical,P5,None
BUG-0461,App crashes on login - Case 384,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Critical,P5,Duplicate
BUG-0462,Button click has no effect - Case 568,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Trivial,P2,None
BUG-0463,Database connection timeout - Case 689,The connection to the database times out after 30 seconds of inactivity.,Resolved,Critical,P5,Cannot Reproduce
BUG-0464,Performance degradation on load - Case 175,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",New,Major,P4,None
BUG-0465,UI misalignment in header - Case 486,The header elements are overlapping on mobile screens.,In Progress,Minor,P3,None
BUG-0466,UI misalignment in header - Case 621,The header elements are overlapping on mobile screens.,In Progress,Major,P1,None
BUG-0467,Null pointer exception in module X - Case 108,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Minor,P5,Fixed
BUG-0468,API returning 500 error - Case 363,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Minor,P3,None
BUG-0469,Memory leak during file upload - Case 323,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Critical,P1,None
BUG-0470,App crashes on login - Case 310,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Major,P5,None
BUG-0471,Feature Y is not responsive - Case 988,Feature Y does not resize properly when the window is scaled down.,Closed,Major,P4,Duplicate
BUG-0472,Memory leak during file upload - Case 472,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Assigned,Major,P4,None
BUG-0473,App crashes on login - Case 663,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Critical,P5,Duplicate
BUG-0474,Typo in the settings menu - Case 198,There is a spelling mistake in the user profile settings page.,In Progress,Trivial,P3,None
BUG-0475,API returning 500 error - Case 320,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Major,P4,Duplicate
BUG-0476,Null pointer exception in module X - Case 492,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Trivial,P2,Won't Fix
BUG-0477,App crashes on login - Case 783,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Major,P1,None
BUG-0478,Database connection timeout - Case 864,The connection to the database times out after 30 seconds of inactivity.,Resolved,Major,P5,Fixed
BUG-0479,Database connection timeout - Case 521,The connection to the database times out after 30 seconds of inactivity.,Closed,Major,P4,Fixed
BUG-0480,Button click has no effect - Case 658,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Major,P1,Duplicate
BUG-0481,Button click has no effect - Case 602,Clicking the 'Save' button in the dialog does not trigger any network request.,Assigned,Major,P1,None
BUG-0482,Typo in the settings menu - Case 462,There is a spelling mistake in the user profile settings page.,New,Trivial,P3,None
BUG-0483,Button click has no effect - Case 283,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Major,P3,None
BUG-0484,Null pointer exception in module X - Case 467,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Trivial,P1,Duplicate
BUG-0485,Memory leak during file upload - Case 676,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Major,P3,None
BUG-0486,Performance degradation on load - Case 702,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",In Progress,Minor,P2,None
BUG-0487,Typo in the settings menu - Case 594,There is a spelling mistake in the user profile settings page.,Assigned,Critical,P5,None
BUG-0488,Database connection timeout - Case 751,The connection to the database times out after 30 seconds of inactivity.,Resolved,Critical,P2,Duplicate
BUG-0489,Typo in the settings menu - Case 875,There is a spelling mistake in the user profile settings page.,Resolved,Critical,P1,Duplicate
BUG-0490,Button click has no effect - Case 600,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Trivial,P4,None
BUG-0491,Database connection timeout - Case 158,The connection to the database times out after 30 seconds of inactivity.,Resolved,Trivial,P1,Won't Fix
BUG-0492,API returning 500 error - Case 252,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Minor,P1,Duplicate
BUG-0493,Memory leak during file upload - Case 460,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Minor,P3,Duplicate
BUG-0494,Button click has no effect - Case 939,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Minor,P4,Duplicate
BUG-0495,Typo in the settings menu - Case 781,There is a spelling mistake in the user profile settings page.,In Progress,Trivial,P3,None
BUG-0496,UI misalignment in header - Case 589,The header elements are overlapping on mobile screens.,Closed,Minor,P1,Not a Bug
BUG-0497,Performance degradation on load - Case 414,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Minor,P3,Won't Fix
BUG-0498,UI misalignment in header - Case 802,The header elements are overlapping on mobile screens.,Closed,Major,P3,Duplicate
BUG-0499,Typo in the settings menu - Case 248,There is a spelling mistake in the user profile settings page.,Closed,Major,P5,Duplicate
BUG-0500,Feature Y is not responsive - Case 853,Feature Y does not resize properly when the window is scaled down.,Assigned,Critical,P2,None
BUG-0501,Performance degradation on load - Case 668,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P2,Duplicate
BUG-0502,Feature Y is not responsive - Case 731,Feature Y does not resize properly when the window is scaled down.,Assigned,Major,P5,None
BUG-0503,API returning 500 error - Case 472,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Critical,P2,Fixed
BUG-0504,Database connection timeout - Case 136,The connection to the database times out after 30 seconds of inactivity.,In Progress,Trivial,P1,None
BUG-0505,Typo in the settings menu - Case 638,There is a spelling mistake in the user profile settings page.,Closed,Major,P5,Won't Fix
BUG-0506,API returning 500 error - Case 176,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Major,P2,Duplicate
BUG-0507,UI misalignment in header - Case 637,The header elements are overlapping on mobile screens.,Resolved,Major,P5,Duplicate
BUG-0508,Button click has no effect - Case 287,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Trivial,P5,None
BUG-0509,API returning 500 error - Case 534,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Assigned,Major,P4,None
BUG-0510,Button click has no effect - Case 633,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Major,P1,Not a Bug
BUG-0511,Memory leak during file upload - Case 425,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Minor,P1,None
BUG-0512,Null pointer exception in module X - Case 695,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Major,P4,None
BUG-0513,Feature Y is not responsive - Case 756,Feature Y does not resize properly when the window is scaled down.,Resolved,Major,P5,Duplicate
BUG-0514,Feature Y is not responsive - Case 164,Feature Y does not resize properly when the window is scaled down.,Closed,Major,P4,Duplicate
BUG-0515,Button click has no effect - Case 930,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Trivial,P3,Duplicate
BUG-0516,Null pointer exception in module X - Case 548,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Critical,P1,Duplicate
BUG-0517,Button click has no effect - Case 595,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Critical,P1,Cannot Reproduce
BUG-0518,Typo in the settings menu - Case 362,There is a spelling mistake in the user profile settings page.,Resolved,Critical,P4,Fixed
BUG-0519,API returning 500 error - Case 958,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Assigned,Critical,P5,None
BUG-0520,Button click has no effect - Case 714,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Minor,P4,Not a Bug
BUG-0521,Feature Y is not responsive - Case 754,Feature Y does not resize properly when the window is scaled down.,Closed,Trivial,P3,Fixed
BUG-0522,API returning 500 error - Case 578,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Critical,P1,Duplicate
BUG-0523,Database connection timeout - Case 193,The connection to the database times out after 30 seconds of inactivity.,Closed,Critical,P5,Duplicate
BUG-0524,Memory leak during file upload - Case 266,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Minor,P1,None
BUG-0525,Null pointer exception in module X - Case 517,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Critical,P5,None
BUG-0526,UI misalignment in header - Case 371,The header elements are overlapping on mobile screens.,Assigned,Minor,P4,None
BUG-0527,API returning 500 error - Case 845,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Trivial,P5,None
BUG-0528,Null pointer exception in module X - Case 670,A NullPointerException is thrown when clicking the submit button in module X.,New,Trivial,P3,None
BUG-0529,Button click has no effect - Case 979,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Minor,P4,None
BUG-0530,Typo in the settings menu - Case 452,There is a spelling mistake in the user profile settings page.,In Progress,Major,P5,None
BUG-0531,Database connection timeout - Case 624,The connection to the database times out after 30 seconds of inactivity.,New,Critical,P1,None
BUG-0532,Button click has no effect - Case 296,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Minor,P5,Duplicate
BUG-0533,App crashes on login - Case 367,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Major,P5,Duplicate
BUG-0534,Feature Y is not responsive - Case 377,Feature Y does not resize properly when the window is scaled down.,Resolved,Trivial,P3,Fixed
BUG-0535,Button click has no effect - Case 543,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Trivial,P5,None
BUG-0536,Null pointer exception in module X - Case 853,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Trivial,P2,Duplicate
BUG-0537,UI misalignment in header - Case 560,The header elements are overlapping on mobile screens.,Assigned,Minor,P1,None
BUG-0538,Database connection timeout - Case 611,The connection to the database times out after 30 seconds of inactivity.,Assigned,Critical,P3,None
BUG-0539,API returning 500 error - Case 491,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Minor,P3,Fixed
BUG-0540,Null pointer exception in module X - Case 851,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Minor,P4,None
BUG-0541,Button click has no effect - Case 328,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Critical,P4,Duplicate
BUG-0542,UI misalignment in header - Case 989,The header elements are overlapping on mobile screens.,Resolved,Major,P5,Not a Bug
BUG-0543,UI misalignment in header - Case 225,The header elements are overlapping on mobile screens.,Closed,Trivial,P3,Duplicate
BUG-0544,API returning 500 error - Case 762,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Major,P5,Cannot Reproduce
BUG-0545,Database connection timeout - Case 519,The connection to the database times out after 30 seconds of inactivity.,New,Minor,P5,None
BUG-0546,App crashes on login - Case 991,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Major,P3,Duplicate
BUG-0547,Feature Y is not responsive - Case 974,Feature Y does not resize properly when the window is scaled down.,Assigned,Major,P2,None
BUG-0548,Feature Y is not responsive - Case 988,Feature Y does not resize properly when the window is scaled down.,Closed,Critical,P4,Duplicate
BUG-0549,Feature Y is not responsive - Case 962,Feature Y does not resize properly when the window is scaled down.,Closed,Minor,P4,Fixed
BUG-0550,Typo in the settings menu - Case 857,There is a spelling mistake in the user profile settings page.,Closed,Minor,P3,Duplicate
BUG-0551,Performance degradation on load - Case 542,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",New,Minor,P2,None
BUG-0552,Button click has no effect - Case 469,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Trivial,P2,Cannot Reproduce
BUG-0553,Feature Y is not responsive - Case 115,Feature Y does not resize properly when the window is scaled down.,Closed,Minor,P2,Not a Bug
BUG-0554,Typo in the settings menu - Case 276,There is a spelling mistake in the user profile settings page.,In Progress,Major,P4,None
BUG-0555,Button click has no effect - Case 164,Clicking the 'Save' button in the dialog does not trigger any network request.,Assigned,Major,P2,None
BUG-0556,Performance degradation on load - Case 722,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Major,P4,Fixed
BUG-0557,UI misalignment in header - Case 578,The header elements are overlapping on mobile screens.,Closed,Critical,P5,Duplicate
BUG-0558,Typo in the settings menu - Case 489,There is a spelling mistake in the user profile settings page.,Resolved,Major,P4,Won't Fix
BUG-0559,Null pointer exception in module X - Case 255,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Critical,P5,None
BUG-0560,Typo in the settings menu - Case 108,There is a spelling mistake in the user profile settings page.,In Progress,Critical,P1,None
BUG-0561,API returning 500 error - Case 899,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Minor,P4,Duplicate
BUG-0562,App crashes on login - Case 768,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Minor,P4,Not a Bug
BUG-0563,Database connection timeout - Case 871,The connection to the database times out after 30 seconds of inactivity.,Resolved,Major,P1,Won't Fix
BUG-0564,UI misalignment in header - Case 247,The header elements are overlapping on mobile screens.,Resolved,Major,P2,Duplicate
BUG-0565,Database connection timeout - Case 445,The connection to the database times out after 30 seconds of inactivity.,Resolved,Major,P1,Cannot Reproduce
BUG-0566,Feature Y is not responsive - Case 158,Feature Y does not resize properly when the window is scaled down.,Closed,Trivial,P1,Duplicate
BUG-0567,App crashes on login - Case 338,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Trivial,P2,None
BUG-0568,Feature Y is not responsive - Case 761,Feature Y does not resize properly when the window is scaled down.,New,Major,P5,None
BUG-0569,Performance degradation on load - Case 106,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Critical,P1,None
BUG-0570,API returning 500 error - Case 203,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Major,P5,Duplicate
BUG-0571,API returning 500 error - Case 358,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Minor,P3,Won't Fix
BUG-0572,Null pointer exception in module X - Case 175,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Major,P2,Duplicate
BUG-0573,App crashes on login - Case 998,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Trivial,P3,Duplicate
BUG-0574,API returning 500 error - Case 780,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Trivial,P1,None
BUG-0575,Typo in the settings menu - Case 213,There is a spelling mistake in the user profile settings page.,Closed,Minor,P1,Not a Bug
BUG-0576,Button click has no effect - Case 485,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Critical,P4,Duplicate
BUG-0577,Database connection timeout - Case 398,The connection to the database times out after 30 seconds of inactivity.,New,Critical,P1,None
BUG-0578,UI misalignment in header - Case 145,The header elements are overlapping on mobile screens.,Closed,Minor,P5,Fixed
BUG-0579,Database connection timeout - Case 794,The connection to the database times out after 30 seconds of inactivity.,New,Critical,P4,None
BUG-0580,API returning 500 error - Case 437,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Assigned,Minor,P1,None
BUG-0581,Null pointer exception in module X - Case 878,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Minor,P5,Not a Bug
BUG-0582,Feature Y is not responsive - Case 273,Feature Y does not resize properly when the window is scaled down.,Closed,Major,P3,Duplicate
BUG-0583,App crashes on login - Case 554,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Minor,P3,Duplicate
BUG-0584,App crashes on login - Case 704,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Trivial,P2,None
BUG-0585,Typo in the settings menu - Case 795,There is a spelling mistake in the user profile settings page.,New,Trivial,P5,None
BUG-0586,UI misalignment in header - Case 911,The header elements are overlapping on mobile screens.,In Progress,Major,P1,None
BUG-0587,API returning 500 error - Case 473,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Trivial,P1,None
BUG-0588,UI misalignment in header - Case 802,The header elements are overlapping on mobile screens.,Resolved,Minor,P3,Fixed
BUG-0589,App crashes on login - Case 953,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Major,P4,None
BUG-0590,Memory leak during file upload - Case 338,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Assigned,Minor,P5,None
BUG-0591,App crashes on login - Case 595,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Major,P1,Not a Bug
BUG-0592,App crashes on login - Case 858,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Minor,P2,None
BUG-0593,Null pointer exception in module X - Case 101,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Trivial,P3,None
BUG-0594,Memory leak during file upload - Case 951,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Critical,P5,Not a Bug
BUG-0595,Button click has no effect - Case 566,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Major,P5,Duplicate
BUG-0596,Performance degradation on load - Case 746,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",New,Critical,P1,None
BUG-0597,Performance degradation on load - Case 537,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Major,P1,Duplicate
BUG-0598,UI misalignment in header - Case 463,The header elements are overlapping on mobile screens.,New,Trivial,P3,None
BUG-0599,Database connection timeout - Case 677,The connection to the database times out after 30 seconds of inactivity.,New,Trivial,P3,None
BUG-0600,Performance degradation on load - Case 877,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P5,Duplicate
BUG-0601,App crashes on login - Case 109,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Major,P4,Duplicate
BUG-0602,API returning 500 error - Case 794,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Minor,P2,Cannot Reproduce
BUG-0603,Typo in the settings menu - Case 543,There is a spelling mistake in the user profile settings page.,In Progress,Minor,P1,None
BUG-0604,Memory leak during file upload - Case 460,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Critical,P5,Duplicate
BUG-0605,Feature Y is not responsive - Case 579,Feature Y does not resize properly when the window is scaled down.,Closed,Minor,P5,Won't Fix
BUG-0606,UI misalignment in header - Case 677,The header elements are overlapping on mobile screens.,In Progress,Trivial,P4,None
BUG-0607,App crashes on login - Case 449,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Trivial,P4,None
BUG-0608,API returning 500 error - Case 764,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Major,P1,None
BUG-0609,Performance degradation on load - Case 537,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Critical,P2,None
BUG-0610,Database connection timeout - Case 568,The connection to the database times out after 30 seconds of inactivity.,Assigned,Critical,P4,None
BUG-0611,Database connection timeout - Case 210,The connection to the database times out after 30 seconds of inactivity.,New,Trivial,P4,None
BUG-0612,Feature Y is not responsive - Case 366,Feature Y does not resize properly when the window is scaled down.,In Progress,Major,P3,None
BUG-0613,API returning 500 error - Case 886,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Assigned,Minor,P2,None
